Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.238
Comp. Cola Columna,Cu 324.75,0.325
Barren,Cu 324.75,0.332
Cabeza puntual retorno,Cu 324.75,0.228
Celda # 11-A,Cu 324.75,0.278
Celda # 11-B,Cu 324.75,0.113
Celda # 11-C,Cu 324.75,0.073
Celda # 6-F2,Cu 324.75,0.109
Celda #5-9,Cu 324.75,0.051
Celda #(F1+F2),Cu 324.75,0.199
NE Tubo 1,Cu 324.75,0.042
NE Tubo 2,Cu 324.75,0.157
NE Tubo 4,Cu 324.75,0.087
NE Tubo 5,Cu 324.75,0.111
NE Tubo 6,Cu 324.75,0.412
NE Tubo 7,Cu 324.75,0.254
Puntual Noroeste,Cu 324.75,0.208
Barren Patios,Cu 324.75,0.28
Tubo 3,Cu 324.75,0.258
Especial 1,Cu 324.75,0.086
Especial 2,Cu 324.75,0.062
Especial 3,Cu 324.75,0.379
Especial 4,Cu 324.75,1.129
Especial 5,Cu 324.75,0.797
