Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.765
Cabeza puntual retorno,Cu 324.75,0.763
Celda #(F1+F2),Cu 324.75,0.801
Puntual Noroeste,Cu 324.75,0.814
Tubo 3,Cu 324.75,0.481
NE Tubo 2,Cu 324.75,0.122
NE Tubo 4,Cu 324.75,1.003
Especial 1,Cu 324.75,0.064
Especial 2,Cu 324.75,0.096
Especial 3,Cu 324.75,0.081
Especial 4,Cu 324.75,0.092
Especial 5,Cu 324.75,0.075
Comp. Cola Columna,Cu 324.75,0.822
Barren,Cu 324.75,0.787
Barren Patios,Cu 324.75,0.768
NE Tubo 1,Cu 324.75,0.04
NE Tubo 5,Cu 324.75,0.797
NE Tubo 6,Cu 324.75,0.377
NE Tubo 7,Cu 324.75,2.238
Celda # 11-A,Cu 324.75,0.078
Celda # 11-B,Cu 324.75,0.079
Celda # 11-C,Cu 324.75,0.074
Celda # 6-F2,Cu 324.75,0.052
Celda #5-9,Cu 324.75,0.108
