Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.145
Comp. Cola Columna,Au 242.80,0.017
Barren,Au 242.80,0.014
Cabeza puntual retorno,Au 242.80,0.143
Celda # 11-A,Au 242.80,0.104
Celda # 11-B,Au 242.80,0.024
Celda # 11-C,Au 242.80,0.012
Celda #5-9,Au 242.80,0.024
Celda #(F1+F2),Au 242.80,0.14
NE Tubo 1,Au 242.80,0.01
NE Tubo 2,Au 242.80,0.14
NE Tubo 4,Au 242.80,0.12
NE Tubo 5,Au 242.80,0.11
NE Tubo 6,Au 242.80,0.186
NE Tubo 7,Au 242.80,0.047
Puntual Noroeste,Au 242.80,0.14
Barren Patios,Au 242.80,0.011
Tubo 3,Au 242.80,0.194
Especial 1,Au 242.80,0.03
Especial 2,Au 242.80,0.059
Especial 3,Au 242.80,0.173
Especial 4,Au 242.80,0.133
Especial 5,Au 242.80,0.044
Columna #1,Au 242.80,0.106
Columna #2,Au 242.80,0.07
Columna #3,Au 242.80,0.046
Columna #4,Au 242.80,0.036
Columna #5,Au 242.80,0.016
