Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.148
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.008
Cabeza puntual retorno,Au 242.80,0.148
Celda # 11-A,Au 242.80,0.037
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.004
Celda #5-9,Au 242.80,0.235
Celda #(F1+F2),Au 242.80,0.157
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.063
NE Tubo 4,Au 242.80,0.137
NE Tubo 5,Au 242.80,0.214
NE Tubo 6,Au 242.80,0.086
NE Tubo 7,Au 242.80,0.225
Puntual Noroeste,Au 242.80,0.157
Barren Patios,Au 242.80,0.011
Tubo 3,Au 242.80,0.157
Especial 1,Au 242.80,0.049
Especial 2,Au 242.80,0.063
Especial 3,Au 242.80,0.028
Especial 4,Au 242.80,0.072
Especial 5,Au 242.80,0.064
Columna #1,Au 242.80,0.106
Columna #2,Au 242.80,0.087
Columna #3,Au 242.80,0.041
Columna #4,Au 242.80,0.032
Columna #5,Au 242.80,0.019
