Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.569
Comp. Cola Columna,Cu 324.75,0.375
Barren,Cu 324.75,0.483
Cabeza puntual retorno,Cu 324.75,0.644
Columna #1,Cu 324.75,0.594
Columna #2,Cu 324.75,0.578
Columna #3,Cu 324.75,0.533
Columna #4,Cu 324.75,0.486
Columna #5,Cu 324.75,0.4
Celda # 11-A,Cu 324.75,0.094
Celda # 11-B,Cu 324.75,0.078
Celda # 11-C,Cu 324.75,0.4
Celda #5-9,Cu 324.75,1.769
Celda #(F1+F2),Cu 324.75,0.396
NE Tubo 1,Cu 324.75,0.036
NE Tubo 2,Cu 324.75,0.761
NE Tubo 4,Cu 324.75,0.092
NE Tubo 5,Cu 324.75,0.065
NE Tubo 6,Cu 324.75,0.049
NE Tubo 7,Cu 324.75,0.128
Puntual Noroeste,Cu 324.75,0.2
Barren Patios,Cu 324.75,0.235
Tubo 3,Cu 324.75,0.044
Especial 1,Cu 324.75,1.887
Especial 2,Cu 324.75,3.396
Especial 3,Cu 324.75,0.279
Especial 4,Cu 324.75,0.191
Especial 5,Cu 324.75,1.517
Barren 2,Cu 324.75,0.282
