Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.079
Comp. Cola Columna,Au 242.80,0.013
Barren,Au 242.80,0.009
Cabeza puntual retorno,Au 242.80,0.081
Celda # 11-A,Au 242.80,0.084
Celda # 11-B,Au 242.80,0.016
Celda # 11-C,Au 242.80,0.022
Celda # 6-F2,Au 242.80,0.066
Celda #5-9,Au 242.80,0.137
Celda #(F1+F2),Au 242.80,0.065
NE Tubo 1,Au 242.80,0.012
NE Tubo 2,Au 242.80,0.087
NE Tubo 4,Au 242.80,0.106
NE Tubo 5,Au 242.80,0.054
NE Tubo 6,Au 242.80,0.041
NE Tubo 7,Au 242.80,0.038
Puntual Noroeste,Au 242.80,0.056
Barren Patios,Au 242.80,0.016
Tubo 3,Au 242.80,0.044
Especial 1,Au 242.80,0.304
Especial 2,Au 242.80,0.169
Especial 3,Au 242.80,0.056
Especial 4,Au 242.80,0.14
Especial 5,Au 242.80,0.169
Especial 6,Au 242.80,0.001
