Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.072
Cabeza puntual retorno,Au 242.80,0.07
Celda #(F1+F2),Au 242.80,0.077
Puntual Noroeste,Au 242.80,0.068
Tubo 3,Au 242.80,0.043
NE Tubo 2,Au 242.80,0.114
NE Tubo 4,Au 242.80,0.04
Especial 1,Au 242.80,0.021
Especial 2,Au 242.80,0.052
Especial 3,Au 242.80,0.004
Especial 4,Au 242.80,0.007
Especial 5,Au 242.80,0.019
Columna #1,Au 242.80,0.047
Columna #2,Au 242.80,0.035
Columna #3,Au 242.80,0.022
Columna #4,Au 242.80,0.017
Columna #5,Au 242.80,0.009
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.01
Barren Patios,Au 242.80,0.008
NE Tubo 1,Au 242.80,0.277
NE Tubo 5,Au 242.80,0.034
NE Tubo 6,Au 242.80,0.047
NE Tubo 7,Au 242.80,0.029
Celda # 11-A,Au 242.80,0.011
Celda # 11-B,Au 242.80,0.015
Celda # 11-C,Au 242.80,0.008
Celda #5-9,Au 242.80,0.032
