Sample ID,Analyte Name,Reported Conc (Samp)
SA-114,Fe ,0.022
SA-115,Fe ,0.029
SA-116,Fe ,0.054
SA-117,Fe ,0.059
SA-118,Fe ,0.024
SA-119,Fe ,0.023
SA-114,Cd ,0.008
SA-115,Cd ,0.008
SA-116,Cd ,0.008
SA-117,Cd ,0.006
SA-118,Cd ,0.011
SA-119,Cd ,0.011
SA-114,Cu ,61.98
SA-115,Cu ,59.15
SA-116,Cu ,61.47
SA-117,Cu ,59.61
SA-118,Cu ,58.68
SA-119,Cu ,58.82
SA-114,Pb ,0.017
SA-115,Pb ,0.019
SA-116,Pb ,0.016
SA-117,Pb ,0.022
SA-118,Pb ,0.036
SA-119,Pb ,0.038
