Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.843
Comp. Cola Columna,Cu 324.75,1.979
Barren,Cu 324.75,1.877
Cabeza puntual retorno,Cu 324.75,1.854
Celda # 11-A,Cu 324.75,7.747
Celda # 11-B,Cu 324.75,1.36
Celda # 11-C,Cu 324.75,1.151
Celda # 6-F2,Cu 324.75,0.116
Celda #5-9,Cu 324.75,1.391
Celda #(F1+F2),Cu 324.75,1.545
NE Tubo 1,Cu 324.75,0.03
NE Tubo 2,Cu 324.75,3.352
NE Tubo 4,Cu 324.75,3.061
NE Tubo 5,Cu 324.75,1.711
NE Tubo 6,Cu 324.75,0.726
NE Tubo 7,Cu 324.75,0.794
Puntual Noroeste,Cu 324.75,1.688
Barren Patios,Cu 324.75,1.988
Tubo 3,Cu 324.75,0.287
Especial 1,Cu 324.75,0.261
Especial 2,Cu 324.75,0.047
Especial 3,Cu 324.75,0.199
Especial 4,Cu 324.75,0.447
Especial 5,Cu 324.75,4.062
Especial 6,Cu 324.75,3.224
