Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,3.463
Comp. Cola Columna,Cu 324.75,3.402
Barren,Cu 324.75,3.368
Cabeza puntual retorno,Cu 324.75,3.331
Celda # 11-A,Cu 324.75,0.122
Celda # 11-B,Cu 324.75,0.080
Celda # 11-C,Cu 324.75,0.197
Celda # 6-F2,Cu 324.75,0.035
Celda #5-9,Cu 324.75,10.34
Celda #(F1+F2),Cu 324.75,2.338
NE Tubo 1,Cu 324.75,0.114
NE Tubo 2,Cu 324.75,0.057
NE Tubo 4,Cu 324.75,0.037
NE Tubo 5,Cu 324.75,0.030
NE Tubo 6,Cu 324.75,0.030
NE Tubo 7,Cu 324.75,0.770
Puntual Noroeste,Cu 324.75,2.029
Barren Patios,Cu 324.75,2.630
Tubo 3,Cu 324.75,2.755
Especial 1,Cu 324.75,6.177
Especial 2,Cu 324.75,6.235
Especial 3,Cu 324.75,0.221
Especial 4,Cu 324.75,0.103
Especial 5,Cu 324.75,6.846
