Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.930
Comp. Cola Columna,Cu 324.75,1.039
Barren,Cu 324.75,1.168
Cabeza puntual retorno,Cu 324.75,1.005
Celda # 11-A,Cu 324.75,0.090
Celda # 11-B,Cu 324.75,0.057
Celda # 11-C,Cu 324.75,0.961
Celda # 6-F2,Cu 324.75,2.982
Celda #5-9,Cu 324.75,0.060
Celda #(F1+F2),Cu 324.75,0.713
NE Tubo 1,Cu 324.75,0.020
NE Tubo 2,Cu 324.75,0.233
NE Tubo 4,Cu 324.75,0.023
NE Tubo 5,Cu 324.75,0.019
NE Tubo 6,Cu 324.75,0.018
NE Tubo 7,Cu 324.75,0.091
Puntual Noroeste,Cu 324.75,0.112
Barren Patios,Cu 324.75,0.713
Tubo 3,Cu 324.75,0.062
Especial 1,Cu 324.75,0.049
Especial 2,Cu 324.75,0.097
Especial 3,Cu 324.75,0.077
Especial 4,Cu 324.75,0.050
Especial 5,Cu 324.75,0.067
