Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.663
Cabeza puntual retorno,Cu 324.75,0.654
Celda #(F1+F2),Cu 324.75,0.476
Puntual Noroeste,Cu 324.75,0.482
Tubo 3,Cu 324.75,0.055
NE Tubo 2,Cu 324.75,0.145
NE Tubo 4,Cu 324.75,1.64
Especial 1,Cu 324.75,1.384
Especial 2,Cu 324.75,2.517
Especial 3,Cu 324.75,0.105
Especial 4,Cu 324.75,0.075
Especial 5,Cu 324.75,1.823
Comp. Cola Columna,Cu 324.75,0.63
Barren,Cu 324.75,0.719
Barren Patios,Cu 324.75,0.689
NE Tubo 1,Cu 324.75,0.048
NE Tubo 5,Cu 324.75,1.238
NE Tubo 6,Cu 324.75,0.197
NE Tubo 7,Cu 324.75,0.055
Celda # 11-A,Cu 324.75,2.118
Celda # 11-B,Cu 324.75,0.192
Celda # 11-C,Cu 324.75,0.178
Celda #5-9,Cu 324.75,1.549
