Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.117
Comp. Cola Columna,Cu 324.75,0.636
Barren,Cu 324.75,0.701
Cabeza puntual retorno,Cu 324.75,1.094
Columna #1,Cu 324.75,0.845
Columna #2,Cu 324.75,0.698
Columna #3,Cu 324.75,0.543
Columna #4,Cu 324.75,0.493
Columna #5,Cu 324.75,0.457
Celda # 11-A,Cu 324.75,10.07
Celda # 11-B,Cu 324.75,0.215
Celda # 11-C,Cu 324.75,0.325
Celda #5-9,Cu 324.75,0.033
Celda #(F1+F2),Cu 324.75,0.892
NE Tubo 1,Cu 324.75,0.015
NE Tubo 2,Cu 324.75,1.391
NE Tubo 4,Cu 324.75,0.421
NE Tubo 5,Cu 324.75,0.16
NE Tubo 6,Cu 324.75,0.922
NE Tubo 7,Cu 324.75,0.386
Puntual Noroeste,Cu 324.75,0.83
Barren Patios,Cu 324.75,0.628
Tubo 3,Cu 324.75,1.227
Especial 1,Cu 324.75,0.256
Especial 2,Cu 324.75,0.033
Especial 3,Cu 324.75,4.331
Especial 4,Cu 324.75,4.878
Especial 5,Cu 324.75,0.08
