Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Au 242.80,0.092
Columna #2,Au 242.80,0.076
Columna #3,Au 242.80,0.042
Columna #4,Au 242.80,0.026
Comp. Cabeza Columna,Au 242.80,0.153
Cabeza puntual retorno,Au 242.80,0.149
Celda # 11-A,Au 242.80,0.062
Celda # 11-B,Au 242.80,0.131
Celda # 11-C,Au 242.80,0.092
Celda #5-9,Au 242.80,0.047
Celda #(F1+F2),Au 242.80,0.151
NE Tubo 2,Au 242.80,0.148
NE Tubo 4,Au 242.80,0.08
NE Tubo 5,Au 242.80,0.074
NE Tubo 6,Au 242.80,0.086
NE Tubo 7,Au 242.80,0.281
Puntual Noroeste,Au 242.80,0.159
Tubo 3,Au 242.80,0.169
Especial 1,Au 242.80,0.088
Especial 2,Au 242.80,0.084
Especial 5,Au 242.80,0.062
Comp. Cola Columna,Au 242.80,0.009
Barren,Au 242.80,0.016
NE Tubo 1,Au 242.80,0.001
Barren Patios,Au 242.80,0.014
Especial 3,Au 242.80,0.007
Especial 4,Au 242.80,0.007
