Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.624
Comp. Cola Columna,Cu 324.75,1.433
Barren,Cu 324.75,1.576
Cabeza puntual retorno,Cu 324.75,1.577
Celda # 11-A,Cu 324.75,0.504
Celda # 11-B,Cu 324.75,0.328
Celda # 11-C,Cu 324.75,0.115
Celda # 6-F2,Cu 324.75,8.181
Celda #5-9,Cu 324.75,3.791
Celda #(F1+F2),Cu 324.75,1.514
NE Tubo 1,Cu 324.75,0.083
NE Tubo 2,Cu 324.75,0.091
NE Tubo 4,Cu 324.75,0.143
NE Tubo 5,Cu 324.75,0.077
NE Tubo 6,Cu 324.75,0.371
NE Tubo 7,Cu 324.75,3.691
Puntual Noroeste,Cu 324.75,1.476
Barren Patios,Cu 324.75,1.978
Tubo 3,Cu 324.75,2.656
Especial 1,Cu 324.75,2.716
Especial 2,Cu 324.75,0.352
Especial 3,Cu 324.75,0.247
Especial 4,Cu 324.75,0.477
Especial 5,Cu 324.75,1.057
Especial 6,Cu 324.75,0.16
