Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.405
Comp. Cola Columna,Cu 324.75,0.301
Barren,Cu 324.75,0.378
Columna #1,Cu 324.75,0.359
Columna #2,Cu 324.75,0.281
Columna #3,Cu 324.75,0.207
Columna #4,Cu 324.75,0.154
Columna #5,Cu 324.75,0.088
Celda # 11-A,Cu 324.75,0.152
Celda # 11-B,Cu 324.75,0.047
Celda # 11-C,Cu 324.75,0.089
Celda #5-9,Cu 324.75,0.258
Celda #(F1+F2),Cu 324.75,0.065
NE Tubo 2,Cu 324.75,0.021
NE Tubo 4,Cu 324.75,0.132
NE Tubo 5,Cu 324.75,0.036
NE Tubo 6,Cu 324.75,0.007
NE Tubo 7,Cu 324.75,1.195
NE Tubo 1,Cu 324.75,0.012
Puntual Noroeste,Cu 324.75,0.409
Barren Patios,Cu 324.75,0.389
Tubo 3,Cu 324.75,0.527
Especial 1,Cu 324.75,0.039
Especial 2,Cu 324.75,0.005
Especial 3,Cu 324.75,0.272
Especial 4,Cu 324.75,0.307
Especial 5,Cu 324.75,0.014
