Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.794
Cabeza puntual retorno,Cu 324.75,2.060
Celda #(F1+F2),Cu 324.75,1.913
Puntual Noroeste,Cu 324.75,1.798
Tubo 3,Cu 324.75,3.498
Comp. Cola Columna,Cu 324.75,2.061
Barren,Cu 324.75,1.759
Celda # 11-A,Cu 324.75,0.105
Celda # 11-B,Cu 324.75,0.347
Celda # 11-C,Cu 324.75,0.113
Celda #5-9,Cu 324.75,0.080
NE Tubo 1,Cu 324.75,10.01
NE Tubo 2,Cu 324.75,0.655
NE Tubo 4,Cu 324.75,0.068
NE Tubo 5,Cu 324.75,0.072
NE Tubo 6,Cu 324.75,0.028
NE Tubo 7,Cu 324.75,4.220
Barren Patios,Cu 324.75,1.711
Especial 1,Cu 324.75,0.110
Especial 2,Cu 324.75,0.047
Especial 3,Cu 324.75,0.180
Especial 4,Cu 324.75,0.160
Especial 5,Cu 324.75,0.067
Columna #1,Cu 324.75,1.684
Columna #2,Cu 324.75,1.703
Columna #3,Cu 324.75,1.794
Columna #4,Cu 324.75,1.817
Columna #5,Cu 324.75,1.819
