Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.349
Comp. Cola Columna,Cu 324.75,1.643
Barren,Cu 324.75,1.688
Cabeza puntual retorno,Cu 324.75,1.346
Celda # 11-A,Cu 324.75,0.192
Celda # 11-B,Cu 324.75,0.121
Celda # 11-C,Cu 324.75,1.595
Celda # 6-F2,Cu 324.75,0.061
Celda #5-9,Cu 324.75,0.127
Celda #(F1+F2),Cu 324.75,1.431
NE Tubo 1,Cu 324.75,0.066
NE Tubo 2,Cu 324.75,0.122
NE Tubo 4,Cu 324.75,1.585
NE Tubo 5,Cu 324.75,1.203
NE Tubo 6,Cu 324.75,0.147
NE Tubo 7,Cu 324.75,4.185
Puntual Noroeste,Cu 324.75,1.349
Barren Patios,Cu 324.75,1.341
Especial 1,Cu 324.75,0.111
Especial 2,Cu 324.75,0.074
Especial 3,Cu 324.75,0.175
Especial 4,Cu 324.75,0.256
Especial 5,Cu 324.75,0.09
Especial 6,Cu 324.75,0.071
Pileta Patio,Cu 324.75,0.653
