Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.655
Comp. Cola Columna,Cu 324.75,0.479
Barren,Cu 324.75,0.603
Cabeza puntual retorno,Cu 324.75,0.617
Celda # 11-A,Cu 324.75,0.067
Celda # 11-B,Cu 324.75,2.007
Celda # 11-C,Cu 324.75,0.095
Celda # 6-F2,Cu 324.75,0.260
Celda #5-9,Cu 324.75,0.036
Celda #(F1+F2),Cu 324.75,0.673
NE Tubo 1,Cu 324.75,0.455
NE Tubo 2,Cu 324.75,0.449
NE Tubo 4,Cu 324.75,0.454
NE Tubo 5,Cu 324.75,0.060
NE Tubo 6,Cu 324.75,0.003
NE Tubo 7,Cu 324.75,3.031
Puntual Noroeste,Cu 324.75,0.850
Barren Patios,Cu 324.75,0.409
Tubo 3,Cu 324.75,0.501
Especial 1,Cu 324.75,0.035
Especial 2,Cu 324.75,0.096
Especial 3,Cu 324.75,0.082
Especial 4,Cu 324.75,0.084
Especial 5,Cu 324.75,0.065
