Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.936
Comp. Cola Columna,Cu 324.75,1.026
Barren,Cu 324.75,0.907
Cabeza puntual retorno,Cu 324.75,1.012
Columna #1,Cu 324.75,0.943
Columna #2,Cu 324.75,0.948
Columna #3,Cu 324.75,0.961
Columna #4,Cu 324.75,0.95
Columna #5,Cu 324.75,0.935
Celda # 11-A,Cu 324.75,0.058
Celda # 11-B,Cu 324.75,0.115
Celda # 11-C,Cu 324.75,0.035
Celda #5-9,Cu 324.75,0.012
Celda #(F1+F2),Cu 324.75,0.102
NE Tubo 1,Cu 324.75,0.2
NE Tubo 2,Cu 324.75,0.564
NE Tubo 4,Cu 324.75,2.238
NE Tubo 5,Cu 324.75,0.125
NE Tubo 6,Cu 324.75,0.136
NE Tubo 7,Cu 324.75,5.74
Puntual Noroeste,Cu 324.75,1.54
Barren Patios,Cu 324.75,0.915
Tubo 3,Cu 324.75,0.97
Especial 1,Cu 324.75,0.018
Especial 2,Cu 324.75,0.023
Especial 3,Cu 324.75,0.034
Especial 4,Cu 324.75,0.03
Especial 5,Cu 324.75,0.041
