Sample ID,Analyte Name,Reported Conc (Samp)
60,Ag 328.07,0.022
61,Ag 328.07,0.015
62,Ag 328.07,0.036
63,Ag 328.07,0.04
COL. 1,Ag 328.07,0.031
COL. 2,Ag 328.07,0.019
COL. 3,Ag 328.07,0.019
COL. 4,Ag 328.07,0.016
COL. 5,Ag 328.07,0.127
COL. 6,Ag 328.07,0.214
375-1,Ag 328.07,0.027
375-2,Ag 328.07,0.014
375-3,Ag 328.07,0.015
375-4,Ag 328.07,0.017
VM 1,Ag 328.07,0.009
VM 2,Ag 328.07,0.013
VM 3,Ag 328.07,0.002
VM 4,Ag 328.07,0.008
VM 5,Ag 328.07,0
VM 6,Ag 328.07,0.007
VM 7,Ag 328.07,0.011
VM 8,Ag 328.07,0.005
VM 9,Ag 328.07,0.011
