Sample ID,Analyte Name,Reported Conc (Calib)
Especial 6,Cu 324.75,0.069
Comp. Cabeza Columna,Cu 324.75,0.962
Comp. Cola Columna,Cu 324.75,0.986
Barren,Cu 324.75,0.947
Cabeza puntual retorno,Cu 324.75,0.927
Celda # 11-A,Cu 324.75,0.158
Celda # 11-B,Cu 324.75,0.108
Celda # 11-C,Cu 324.75,0.762
Celda #5-9,Cu 324.75,0.113
Celda #(F1+F2),Cu 324.75,0.873
NE Tubo 1,Cu 324.75,0.093
NE Tubo 2,Cu 324.75,0.123
NE Tubo 4,Cu 324.75,1.357
NE Tubo 5,Cu 324.75,0.68
NE Tubo 6,Cu 324.75,0.068
NE Tubo 7,Cu 324.75,2.832
Puntual Noroeste,Cu 324.75,0.912
Barren Patios,Cu 324.75,0.889
Tubo 3,Cu 324.75,0.232
Especial 1,Cu 324.75,0.065
Especial 2,Cu 324.75,0.045
Especial 3,Cu 324.75,0.113
Especial 4,Cu 324.75,0.254
Especial 5,Cu 324.75,0.085
Columna #1,Cu 324.75,0.981
Columna #2,Cu 324.75,1.004
Columna #3,Cu 324.75,1.024
Columna #4,Cu 324.75,1.037
Columna #5,Cu 324.75,0.961
