Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,4.575
Cabeza puntual retorno,Cu 324.75,4.542
Celda #(F1+F2),Cu 324.75,3.986
Puntual Noroeste,Cu 324.75,4.190
Tubo 3,Cu 324.75,6.114
Comp. Cola Columna,Cu 324.75,4.479
Barren,Cu 324.75,4.393
Celda # 11-A,Cu 324.75,0.129
Celda # 11-B,Cu 324.75,0.079
Celda # 11-C,Cu 324.75,0.339
Celda #5-9,Cu 324.75,13.46
NE Tubo 1,Cu 324.75,0.035
NE Tubo 2,Cu 324.75,0.049
NE Tubo 4,Cu 324.75,0.027
NE Tubo 5,Cu 324.75,0.018
NE Tubo 6,Cu 324.75,0.039
NE Tubo 7,Cu 324.75,0.475
Barren Patios,Cu 324.75,4.798
Especial 1,Cu 324.75,10.49
Especial 2,Cu 324.75,11.04
Especial 3,Cu 324.75,0.627
Especial 4,Cu 324.75,0.130
Especial 5,Cu 324.75,12.63
Columna #1,Cu 324.75,4.973
Columna #2,Cu 324.75,5.007
Columna #3,Cu 324.75,4.964
Columna #4,Cu 324.75,4.903
Columna #5,Cu 324.75,4.902
