Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.104
Comp. Cola Columna,Au 242.80,0.014
Barren,Au 242.80,0.012
Cabeza puntual retorno,Au 242.80,0.104
Celda # 11-A,Au 242.80,0.043
Celda # 11-B,Au 242.80,0.012
Celda # 11-C,Au 242.80,0.005
Celda #5-9,Au 242.80,0.012
Celda #(F1+F2),Au 242.80,0.105
NE Tubo 1,Au 242.80,0.003
NE Tubo 2,Au 242.80,0.099
NE Tubo 4,Au 242.80,0.027
NE Tubo 5,Au 242.80,0.038
NE Tubo 6,Au 242.80,0.075
NE Tubo 7,Au 242.80,0.06
Puntual Noroeste,Au 242.80,0.097
Barren Patios,Au 242.80,0.01
Tubo 3,Au 242.80,0.146
Especial 1,Au 242.80,0.065
Especial 2,Au 242.80,0.047
Especial 3,Au 242.80,0.053
Especial 4,Au 242.80,0.06
Especial 5,Au 242.80,0.017
Columna #1,Au 242.80,0.065
Columna #2,Au 242.80,0.036
Columna #3,Au 242.80,0.02
Columna #4,Au 242.80,0.01
Columna #5,Au 242.80,0.008
