Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.476
Comp. Cola Columna,Cu 324.75,1.117
Barren,Cu 324.75,1.468
Cabeza puntual retorno,Cu 324.75,1.454
Celda # 11-A,Cu 324.75,0.279
Celda # 11-B,Cu 324.75,0.434
Celda # 11-C,Cu 324.75,0.016
Celda #5-9,Cu 324.75,0.191
Celda #(F1+F2),Cu 324.75,1.088
NE Tubo 1,Cu 324.75,0.006
NE Tubo 2,Cu 324.75,0.659
NE Tubo 4,Cu 324.75,0.087
NE Tubo 5,Cu 324.75,0.274
NE Tubo 6,Cu 324.75,1.292
NE Tubo 7,Cu 324.75,0.983
Puntual Noroeste,Cu 324.75,0.388
Barren Patios,Cu 324.75,0.953
Tubo 3,Cu 324.75,0.201
Especial 1,Cu 324.75,0.379
Especial 2,Cu 324.75,0.896
Especial 3,Cu 324.75,0.043
Especial 4,Cu 324.75,0.051
Especial 5,Cu 324.75,0.25
Especial 6,Cu 324.75,1.115
Columna #1,Cu 324.75,1.283
Columna #2,Cu 324.75,1.206
Columna #3,Cu 324.75,1.115
Columna #4,Cu 324.75,1.044
Columna #5,Cu 324.75,1.036
