Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.535
Comp. Cola Columna,Cu 324.75,0.454
Barren,Cu 324.75,0.521
Cabeza puntual retorno,Cu 324.75,0.499
Celda # 11-A,Cu 324.75,0.237
Celda # 11-B,Cu 324.75,0.051
Celda # 11-C,Cu 324.75,0.017
Celda #5-9,Cu 324.75,0.035
Celda #(F1+F2),Cu 324.75,0.484
NE Tubo 1,Cu 324.75,0.024
NE Tubo 2,Cu 324.75,0.283
NE Tubo 4,Cu 324.75,0.064
NE Tubo 5,Cu 324.75,0.089
NE Tubo 6,Cu 324.75,0.115
NE Tubo 7,Cu 324.75,0.495
Puntual Noroeste,Cu 324.75,0.484
Barren Patios,Cu 324.75,0.556
Tubo 3,Cu 324.75,1.046
Especial 1,Cu 324.75,0.066
Especial 2,Cu 324.75,0.021
Especial 3,Cu 324.75,0.315
Especial 4,Cu 324.75,0.865
Especial 5,Cu 324.75,0.033
Columna #1,Cu 324.75,0.448
Columna #2,Cu 324.75,0.441
Columna #3,Cu 324.75,0.425
Columna #4,Cu 324.75,0.408
Columna #5,Cu 324.75,0.375
