Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.814
Cabeza puntual retorno,Cu 324.75,1.753
Celda #(F1+F2),Cu 324.75,1.921
Puntual Noroeste,Cu 324.75,1.047
Tubo 3,Cu 324.75,0.2
NE Tubo 2,Cu 324.75,0.77
NE Tubo 4,Cu 324.75,0.047
Especial 1,Cu 324.75,0.049
Especial 2,Cu 324.75,0.104
Especial 3,Cu 324.75,0.069
Especial 4,Cu 324.75,0.07
Especial 5,Cu 324.75,1.086
Comp. Cola Columna,Cu 324.75,1.951
Barren,Cu 324.75,1.755
Barren Patios,Cu 324.75,1.833
NE Tubo 1,Cu 324.75,10.13
NE Tubo 5,Cu 324.75,0.213
NE Tubo 6,Cu 324.75,2.484
NE Tubo 7,Cu 324.75,1.774
Celda # 11-A,Cu 324.75,0.101
Celda # 11-B,Cu 324.75,0.166
Celda # 11-C,Cu 324.75,0.245
Celda # 6-F2,Cu 324.75,4.695
Celda #5-9,Cu 324.75,0.09
