Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.577
Comp. Cola Columna,Cu 324.75,0.572
Barren,Cu 324.75,0.609
Cabeza puntual retorno,Cu 324.75,0.597
Columna #1,Cu 324.75,0.588
Columna #2,Cu 324.75,0.618
Columna #3,Cu 324.75,0.623
Columna #4,Cu 324.75,0.642
Columna #5,Cu 324.75,0.661
Celda # 11-A,Cu 324.75,3.422
Celda # 11-B,Cu 324.75,0.166
Celda # 11-C,Cu 324.75,0.212
Celda #5-9,Cu 324.75,1.029
Celda #(F1+F2),Cu 324.75,0.221
NE Tubo 1,Cu 324.75,0.023
NE Tubo 2,Cu 324.75,0.055
NE Tubo 4,Cu 324.75,0.552
NE Tubo 5,Cu 324.75,0.517
NE Tubo 6,Cu 324.75,0.561
NE Tubo 7,Cu 324.75,0.083
Puntual Noroeste,Cu 324.75,0.24
Barren Patios,Cu 324.75,0.448
Tubo 3,Cu 324.75,0.046
Especial 1,Cu 324.75,0.042
Especial 2,Cu 324.75,0.036
Especial 3,Cu 324.75,0.054
Especial 4,Cu 324.75,0.095
Especial 5,Cu 324.75,0.04
