"Analyst",""
"Date Started","7/18/2025 11:16 PM  GMT: 7/19/2025 6:16 AM"
"Worksheet","LC004976"
"Comment",""
"Methods","Au"

"Method: Au ACIDO (Flame)"

"7/18/2025","11:26:52 PM","PATRON",0.8839,"","mg/L",1.1
"7/18/2025","11:27:06 PM","BLANCO",0.0084,"","mg/L",34.9
"7/18/2025","11:27:18 PM","REAGENT BLANK",0.0000,"","mg/L",16.5
"7/18/2025","11:27:46 PM","LC004976-001",0.0334,"","mg/L",1.4
"7/18/2025","11:28:00 PM","LC004976-002",0.2579,"","mg/L",1.2
"7/18/2025","11:28:16 PM","LC004976-003",0.0092,"","mg/L",10.5
"7/18/2025","11:28:34 PM","LC004976-004",0.0084,"","mg/L",3.9
"7/18/2025","11:28:48 PM","LC004976-005",0.0008,"","mg/L",67.2
"7/18/2025","11:29:00 PM","LC004976-006",0.0137,"","mg/L",8.3
"7/18/2025","11:30:20 PM","PATRON",0.8750,"","mg/L",0.8
"7/18/2025","11:30:52 PM","LC004976-007",-0.0013,"","mg/L",8.1
"7/18/2025","11:31:10 PM","LC004976-008",0.0302,"","mg/L",3.7
"7/18/2025","11:31:28 PM","LC004976-009",0.0415,"","mg/L",1.2
"7/18/2025","11:33:10 PM","LC004976-010",0.9398,"","mg/L",0.4
"7/18/2025","11:33:50 PM","PATRON",0.8941,"","mg/L",0.4
"7/18/2025","11:34:16 PM","REAGENT BLANK",0.0000,"","mg/L",20.7
"7/18/2025","11:34:34 PM","BLANCO",0.0006,"","mg/L",">100"
"7/18/2025","11:34:34 PM","LC004827-013","","","mg/L",""
