Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.912
Comp. Cola Columna,Cu 324.75,0.886
Barren,Cu 324.75,0.939
Cabeza puntual retorno,Cu 324.75,0.864
Celda # 11-A,Cu 324.75,0.291
Celda # 11-B,Cu 324.75,0.115
Celda # 11-C,Cu 324.75,0.115
Celda # 6-F2,Cu 324.75,0.081
Celda #5-9,Cu 324.75,0.967
Celda #(F1+F2),Cu 324.75,0.967
NE Tubo 1,Cu 324.75,0.109
NE Tubo 2,Cu 324.75,0.199
NE Tubo 4,Cu 324.75,0.264
NE Tubo 5,Cu 324.75,0.129
NE Tubo 6,Cu 324.75,0.176
NE Tubo 7,Cu 324.75,8.088
Puntual Noroeste,Cu 324.75,1.144
BARREN PATIOS,Cu 324.75,1.077
Tubo 3,Cu 324.75,0.849
Especial 1,Cu 324.75,0.373
Especial 2,Cu 324.75,0.164
Especial 3,Cu 324.75,0.271
Especial 4,Cu 324.75,0.365
Especial 5,Cu 324.75,0.226
Especial 6,Cu 324.75,0.150
