Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.049
Comp. Cola Columna,Au 242.80,0.007
Barren,Au 242.80,0.004
Cabeza puntual retorno,Au 242.80,0.052
Columna #1,Au 242.80,0.048
Columna #2,Au 242.80,0.04
Columna #3,Au 242.80,0.039
Columna #4,Au 242.80,0.027
Columna #5,Au 242.80,0.005
Celda # 11-A,Au 242.80,0.07
Celda # 11-B,Au 242.80,0.019
Celda # 11-C,Au 242.80,0.037
Celda #5-9,Au 242.80,0.105
Celda #(F1+F2),Au 242.80,0.045
NE Tubo 1,Au 242.80,0.015
NE Tubo 2,Au 242.80,0.087
NE Tubo 4,Au 242.80,0.074
NE Tubo 5,Au 242.80,0.043
NE Tubo 6,Au 242.80,0.058
NE Tubo 7,Au 242.80,0.037
Puntual Noroeste,Au 242.80,0.056
Barren patios,Au 242.80,0.01
Tubo 3,Au 242.80,0.043
Especial 1,Au 242.80,0.134
Especial 2,Au 242.80,0.095
Especial 3,Au 242.80,0.01
Especial 4,Au 242.80,0.014
Especial 5,Au 242.80,0.089
Especial 6,Au 242.80,0.009
