Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.375
Comp. Cola Columna,Ag 328.07,0.234
Barren,Ag 328.07,0.167
Cabeza puntual retorno,Ag 328.07,0.348
Celda # 11-A,Ag 328.07,0.049
Celda # 11-B,Ag 328.07,0.053
Celda # 11-C,Ag 328.07,0.026
Celda # 6-F2,Ag 328.07,0.208
Celda #5-9,Ag 328.07,0.18
Celda #(F1+F2),Ag 328.07,0.356
NE Tubo 1,Ag 328.07,0.026
NE Tubo 2,Ag 328.07,0.347
NE Tubo 4,Ag 328.07,0.066
NE Tubo 5,Ag 328.07,0.041
NE Tubo 6,Ag 328.07,0.025
NE Tubo 7,Ag 328.07,0.171
Puntual Noroeste,Ag 328.07,0.175
Barren Patios,Ag 328.07,0.148
Tubo 3,Ag 328.07,0.39
Especial 1,Ag 328.07,0.348
Especial 2,Ag 328.07,0.439
Especial 3,Ag 328.07,0.073
Especial 4,Ag 328.07,0.043
Especial 5,Ag 328.07,0.218
