Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.182
Cabeza puntual retorno,Au 242.80,0.179
Celda # 11-A,Au 242.80,0.167
Celda # 11-B,Au 242.80,0.270
Celda # 11-C,Au 242.80,0.289
Celda #(F1+F2),Au 242.80,0.158
NE Tubo 1,Au 242.80,0.130
NE Tubo 2,Au 242.80,0.097
NE Tubo 4,Au 242.80,0.203
NE Tubo 5,Au 242.80,0.202
NE Tubo 6,Au 242.80,0.090
NE Tubo 7,Au 242.80,0.286
Puntual Noroeste,Au 242.80,0.159
Tubo 3,Au 242.80,0.141
Especial 1,Au 242.80,0.054
Especial 2,Au 242.80,0.028
Especial 3,Au 242.80,0.021
Especial 4,Au 242.80,0.017
Especial 5,Au 242.80,0.024
Comp. Cola Columna,Au 242.80,0.034
Barren,Au 242.80,0.038
Celda #5-9,Au 242.80,0.019
Barren Patios,Au 242.80,0.036
Columna #1,Au 242.80,0.122
Columna #2,Au 242.80,0.092
Columna #3,Au 242.80,0.066
Columna #4,Au 242.80,0.054
Columna #5,Au 242.80,0.032
