Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.938
Cabeza puntual retorno,Cu 324.75,1.909
Celda #(F1+F2),Cu 324.75,2.355
Puntual Noroeste,Cu 324.75,2.387
Tubo 3,Cu 324.75,2.238
Comp. Cola Columna,Cu 324.75,1.882
Barren,Cu 324.75,2.084
Celda # 11-A,Cu 324.75,0.208
Celda # 11-B,Cu 324.75,0.113
Celda # 11-C,Cu 324.75,0.096
Celda #5-9,Cu 324.75,0.961
NE Tubo 1,Cu 324.75,0.062
NE Tubo 2,Cu 324.75,0.337
NE Tubo 4,Cu 324.75,0.324
NE Tubo 5,Cu 324.75,1.168
NE Tubo 6,Cu 324.75,10.21
NE Tubo 7,Cu 324.75,2.006
Barren Patios,Cu 324.75,1.884
Tubo 3,Cu 324.75,0.190
Especial 1,Cu 324.75,0.149
Especial 2,Cu 324.75,0.100
Especial 3,Cu 324.75,0.152
Especial 4,Cu 324.75,0.266
Especial 5,Cu 324.75,0.149
Columna #1,Cu 324.75,1.831
Columna #2,Cu 324.75,1.949
Columna #3,Cu 324.75,2.022
Columna #4,Cu 324.75,2.007
Columna #5,Cu 324.75,2.001
