Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.182
Comp. Cola Columna,Au 242.80,0.01
Barren,Au 242.80,0.009
Cabeza puntual retorno,Au 242.80,0.183
Columna #1,Au 242.80,0.135
Columna #2,Au 242.80,0.091
Columna #3,Au 242.80,0.058
Columna #4,Au 242.80,0.027
Columna #5,Au 242.80,0.016
Celda # 11-A,Au 242.80,0.087
Celda # 11-B,Au 242.80,0.079
Celda # 11-C,Au 242.80,0.041
Celda #5-9,Au 242.80,0.057
Celda #(F1+F2),Au 242.80,0.196
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.148
NE Tubo 4,Au 242.80,0.296
NE Tubo 5,Au 242.80,0.36
NE Tubo 6,Au 242.80,0.278
NE Tubo 7,Au 242.80,0.207
Puntual Noroeste,Au 242.80,0.203
Barren Patios,Au 242.80,0.018
Tubo 3,Au 242.80,0.115
Especial 1,Au 242.80,0.069
Especial 2,Au 242.80,0.071
Especial 3,Au 242.80,0.047
Especial 4,Au 242.80,0.037
Especial 5,Au 242.80,0.058
