"Analista",""
"Fecha de inicio","11:03 a. m. 19/01/2023"
"Hoja de trabajo","Sa000074_6"
"Comentario",""
"Métodos","Ag"

"Método: Ag (Llama)"

"Ag","PATRON",0.9920,"","mg/L",0.3,0.1289,0.1285,0.1293,0.1289
"Ag","BLANCO",0.0003,"","mg/L",">100",0.0000,0.0001,0.0000,0.0000
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",">100",0.0001,0.0000,0.0000,0.0002
"Ag","SA000074-001",3.6415,"","mg/L",0.5,0.0192,0.0191,0.0192,0.0193
"Ag","SA000074-002",1.5333,"","mg/L",0.5,0.0081,0.0081,0.0081,0.0080
"Ag","SA000074-003",64.9058,"","mg/L",0.3,0.3509,0.3514,0.3515,0.3498
"Ag","SA000074-004",0.3181,"","mg/L",21.9,0.0017,0.0021,0.0016,0.0013
"Ag","SA000074-005",6.4919,"","mg/L",0.9,0.0340,0.0338,0.0338,0.0343
"Ag","PATRON",0.9959,"","mg/L",0.7,0.1294,0.1292,0.1287,0.1303
"Ag","SA000074-006",3.8115,"","mg/L",1.3,0.0201,0.0203,0.0202,0.0198
"Ag","SA000074-007",26.5982,"","mg/L",0.3,0.1414,0.1415,0.1418,0.1410
"Ag","SA000074-008",6.4624,"","mg/L",0.1,0.0335,0.0335,0.0334,0.0335
"Ag","SA000074-009",2.4342,"","mg/L",0.3,0.0126,0.0125,0.0126,0.0126
"Ag","SA000074-010",1.5701,"","mg/L",0.8,0.0083,0.0083,0.0084,0.0084
"Ag","PATRON",0.9916,"","mg/L",0.8,0.1288,0.1289,0.1298,0.1279
"Ag","BLANCO",0.0005,"","mg/L",">100",0.0001,0.0000,0.0001,0.0001
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",">100",0.0001,0.0001,0.0000,0.0000
"Ag","SA000074-011",13.3557,"","mg/L",1.0,0.0705,0.0697,0.0709,0.0709
"Ag","SA000074-012",8.5835,"","mg/L",0.1,0.0455,0.0456,0.0455,0.0454
"Ag","SA000074-013",30.0960,"","mg/L",0.5,0.1596,0.1589,0.1605,0.1596
"Ag","SA000074-014",2.3978,"","mg/L",1.0,0.0125,0.0126,0.0124,0.0126
"Ag","SA000074-015",4.7922,"","mg/L",0.7,0.0252,0.0250,0.0252,0.0253
"Ag","PATRON",0.9986,"","mg/L",0.3,0.1298,0.1298,0.1302,0.1293
"Ag","SA000074-016",13.8826,"","mg/L",0.6,0.0739,0.0736,0.0744,0.0736
"Ag","SA000074-017",1.9459,"","mg/L",0.2,0.0100,0.0101,0.0100,0.0100
"Ag","SA000074-018",7.4471,"","mg/L",0.2,0.0392,0.0393,0.0391,0.0391
"Ag","SA000074-019",1.4133,"","mg/L",2.2,0.0074,0.0075,0.0074,0.0072
"Ag","SA000074-020",2.4004,"","mg/L",0.5,0.0126,0.0126,0.0127,0.0127
"Ag","PATRON",0.9942,"","mg/L",0.5,0.1292,0.1293,0.1298,0.1285
"Ag","BLANCO",0.0011,"","mg/L",67.7,0.0001,0.0002,0.0002,0.0000
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",15.8,0.0001,0.0001,0.0001,0.0001
"Ag","SA000074-021",2.0787,"","mg/L",1.2,0.0109,0.0108,0.0108,0.0110
"Ag","SA000074-022",8.0438,"","mg/L",0.6,0.0421,0.0419,0.0423,0.0419
"Ag","SA000074-023",2.5569,"","mg/L",0.4,0.0133,0.0132,0.0133,0.0133
"Ag","SA000074-024",1.6498,"","mg/L",1.2,0.0086,0.0086,0.0085,0.0087
"Ag","SA000074-025",1.6487,"","mg/L",0.7,0.0085,0.0085,0.0085,0.0086
"Ag","PATRON",0.9951,"","mg/L",0.6,0.1293,0.1286,0.1301,0.1293
"Ag","SA000074-026",1.2892,"","mg/L",0.6,0.0067,0.0068,0.0067,0.0067
"Ag","SA000074-027",1.7117,"","mg/L",2.3,0.0090,0.0093,0.0089,0.0089
"Ag","SA000074-028",1.7499,"","mg/L",1.7,0.0091,0.0092,0.0093,0.0090
"Ag","SA000074-029",0.0129,"","mg/L",">100",0.0001,0.0000,0.0001,0.0002
"Ag","SA000074-030",5.9804,"","mg/L",0.5,0.0314,0.0312,0.0315,0.0314
"Ag","PATRON",0.9987,"","mg/L",0.5,0.1298,0.1291,0.1302,0.1301
"Ag","BLANCO",0.0023,"","mg/L",">100",0.0003,0.0001,0.0001,0.0007
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",">100",0.0000,0.0001,0.0000,0.0001
"Ag","SA000074-031",4.0513,"","mg/L",1.0,0.0214,0.0213,0.0213,0.0217
"Ag","SA000074-032",1.2324,"","mg/L",0.9,0.0065,0.0064,0.0065,0.0064
"Ag","PATRON",0.9912,"","mg/L",0.9,0.1288,0.1275,0.1293,0.1296
"Ag","BLANCO",-0.0001,"","mg/L",">100",0.0000,-0.0001,0.0001,0.0000
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",93.1,0.0001,0.0001,0.0000,0.0002
