Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.407
Comp. Cola Columna,Cu 324.75,0.33
Barren,Cu 324.75,0.343
Cabeza puntual retorno,Cu 324.75,0.335
Celda # 11-A,Cu 324.75,0.447
Celda # 11-B,Cu 324.75,0.093
Celda # 11-C,Cu 324.75,0.055
Celda #5-9,Cu 324.75,0.034
Celda #(F1+F2),Cu 324.75,0.283
NE Tubo 1,Cu 324.75,0.024
NE Tubo 2,Cu 324.75,0.058
NE Tubo 4,Cu 324.75,0.062
NE Tubo 5,Cu 324.75,0.054
NE Tubo 6,Cu 324.75,0.118
NE Tubo 7,Cu 324.75,0.697
Puntual Noroeste,Cu 324.75,0.536
Barren Patios,Cu 324.75,0.309
Tubo 3,Cu 324.75,0.24
Especial 1,Cu 324.75,0.034
Especial 2,Cu 324.75,0.032
Especial 3,Cu 324.75,0.177
Especial 4,Cu 324.75,0.312
Especial 5,Cu 324.75,0.121
Columna #1,Cu 324.75,0.232
Columna #2,Cu 324.75,0.331
Columna #3,Cu 324.75,0.318
Columna #4,Cu 324.75,0.298
Columna #5,Cu 324.75,0.268
