Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Au 242.80,0.109
Columna #2,Au 242.80,0.067
Columna #3,Au 242.80,0.041
Columna #4,Au 242.80,0.017
Columna #5,Au 242.80,0.014
Comp. Cabeza Columna,Au 242.80,0.116
Cabeza puntual retorno,Au 242.80,0.116
Celda # 11-A,Au 242.80,0.064
Celda # 11-B,Au 242.80,0.109
Celda # 11-C,Au 242.80,0.034
Celda #5-9,Au 242.80,0.034
Celda #(F1+F2),Au 242.80,0.126
NE Tubo 2,Au 242.80,0.093
NE Tubo 4,Au 242.80,0.111
NE Tubo 5,Au 242.80,0.038
NE Tubo 6,Au 242.80,0.038
NE Tubo 7,Au 242.80,0.051
Puntual Noroeste,Au 242.80,0.133
Tubo 3,Au 242.80,0.174
Especial 1,Au 242.80,0.146
Especial 2,Au 242.80,0.082
Especial 3,Au 242.80,0.029
Especial 4,Au 242.80,0.035
Especial 5,Au 242.80,0.064
Comp. Cola Columna,Au 242.80,0.013
Barren,Au 242.80,0.015
NE Tubo 1,Au 242.80,0.005
Barren Patios,Au 242.80,0.013
