Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Au 242.80,0.089
Columna #2,Au 242.80,0.055
Columna #3,Au 242.80,0.038
Columna #4,Au 242.80,0.021
Columna #5,Au 242.80,0.013
Comp. Cabeza Columna,Au 242.80,0.110
Cabeza puntual retorno,Au 242.80,0.114
Celda # 11-A,Au 242.80,0.077
Celda # 11-B,Au 242.80,0.097
Celda # 11-C,Au 242.80,0.059
Celda #5-9,Au 242.80,0.094
Celda #(F1+F2),Au 242.80,0.115
Especial 1,Au 242.80,0.028
Especial 2,Au 242.80,0.107
Especial 3,Au 242.80,0.030
Especial 4,Au 242.80,0.031
Especial 5,Au 242.80,0.065
NE Tubo 2,Au 242.80,0.086
NE Tubo 4,Au 242.80,0.092
NE Tubo 6,Au 242.80,0.034
NE Tubo 5,Au 242.80,0.020
NE Tubo 7,Au 242.80,0.049
Puntual Noroeste,Au 242.80,0.118
Tubo 3,Au 242.80,0.151
Comp. Cola Columna,Au 242.80,0.011
Barren,Au 242.80,0.010
NE Tubo 1,Au 242.80,0.002
Barren Patios,Au 242.80,0.010
