Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.861
Comp. Cola Columna,Cu 324.75,0.864
Barren,Cu 324.75,0.873
Cabeza puntual retorno,Cu 324.75,0.829
Celda # 11-A,Cu 324.75,0.324
Celda # 11-B,Cu 324.75,0.448
Celda # 11-C,Cu 324.75,0.249
Celda #5-9,Cu 324.75,3.056
Celda #(F1+F2),Cu 324.75,0.753
NE Tubo 1,Cu 324.75,0.056
NE Tubo 2,Cu 324.75,0.238
NE Tubo 4,Cu 324.75,0.427
NE Tubo 5,Cu 324.75,0.11
NE Tubo 6,Cu 324.75,0.143
NE Tubo 7,Cu 324.75,1.891
Puntual Noroeste,Cu 324.75,0.772
Barren Patios,Cu 324.75,0.917
Tubo 3,Cu 324.75,0.615
Especial 1,Cu 324.75,2.657
Especial 2,Cu 324.75,1.035
Especial 3,Cu 324.75,0.153
Especial 4,Cu 324.75,0.16
Especial 5,Cu 324.75,0.34
Especial 6,Cu 324.75,0.109
Columna #1,Cu 324.75,0.915
Columna #2,Cu 324.75,0.923
Columna #3,Cu 324.75,0.925
Columna #4,Cu 324.75,0.919
Columna #5,Cu 324.75,0.908
