Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.078
Cabeza puntual retorno,Au 242.80,0.076
Celda #(F1+F2),Au 242.80,0.072
Puntual Noroeste,Au 242.80,0.05
Tubo 3,Au 242.80,0.054
NE Tubo 2,Au 242.80,0.026
NE Tubo 4,Au 242.80,0.042
Especial 1,Au 242.80,0.075
Especial 2,Au 242.80,0.025
Especial 3,Au 242.80,0.045
Especial 4,Au 242.80,0.145
Especial 5,Au 242.80,0.004
Columna #1,Au 242.80,0.065
Columna #2,Au 242.80,0.047
Columna #3,Au 242.80,0.03
Columna #4,Au 242.80,0.018
Columna #5,Au 242.80,0.008
Comp. Cola Columna,Au 242.80,0.01
Barren,Au 242.80,0.01
Barren Patios,Au 242.80,0.014
NE Tubo 1,Au 242.80,0.009
NE Tubo 5,Au 242.80,0.082
NE Tubo 6,Au 242.80,0.094
NE Tubo 7,Au 242.80,0.051
Celda # 11-A,Au 242.80,0.066
Celda # 11-B,Au 242.80,0.09
Celda # 11-C,Au 242.80,0.009
Celda #5-9,Au 242.80,0.031
