Analista,,,,,,,,,,
Fecha de inicio,20/07/2022 21:53,,,,,,,,,
Hoja de trabajo,Sa000071-re_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
Au,PATRON,0.5023,,mg/L,0.6,0.0115,-0.0002,0.0116,0.0114,0.0115
Au,BLANCO,0.0003,,mg/L,>100,0,-0.0001,0.0001,-0.0001,0
Au,BLANCO REACTIVO,0,,mg/L,>100,0.0002,0.0003,0.0006,0,0.0001
Au,SA000042-017,0.0374,,mg/L,3.6,0.0036,-0.0001,0.0036,0.0035,0.0037
Au,SA000042-018,0.0592,,mg/L,1.7,0.0057,0,0.0058,0.0057,0.0057
Au,SA000042-019,4.4495,,mg/L,0.6,0.0461,-0.0044,0.0459,0.0464,0.046
Au,SA000042-020,0.0043,,mg/L,34.4,0.0004,0,0.0005,0.0005,0.0003
Au,SA000042-021,1.1196,,mg/L,1,0.1225,0.0003,0.1229,0.1234,0.1211
Au,SA000042-023,0.0587,,mg/L,1,0.0057,0.0001,0.0057,0.0056,0.0057
Au,SA000042-024,0.0294,,mg/L,2.8,0.0028,0.0003,0.0028,0.0029,0.0028
Au,SA000042-033,0.0764,,mg/L,2,0.0074,0,0.0073,0.0076,0.0074
Au,SA000042-034,0.0363,,mg/L,9.1,0.0035,0,0.0037,0.0037,0.0031
Au,SA000042-035,0.068,,mg/L,2.5,0.0066,-0.0001,0.0066,0.0068,0.0065
Au,PATRON,0.5039,,mg/L,1.7,0.0115,0,0.0115,0.0118,0.0114
Au,BLANCO,0.0102,,mg/L,92.8,0.0002,-0.0003,0.0003,0,0.0004
Au,BLANCO REACTIVO,0,,mg/L,30.5,0.0006,0,0.0008,0.0006,0.0004
Au,SA000042-036,0.0797,,mg/L,57.8,0.0078,-0.0003,0.0107,0.01,0.0026
Au,SA000042-037,0.065,,mg/L,2.5,0.0063,-0.0004,0.0064,0.0064,0.0061
Au,SA000042-039,0.0504,,mg/L,3,0.0049,0.0001,0.0049,0.0047,0.005
Au,SA000042-040,0.0285,,mg/L,10.9,0.0027,0.0003,0.0031,0.0026,0.0026
Au,SA000042-041,0.0273,,mg/L,5.1,0.0026,0.0001,0.0025,0.0026,0.0028
Au,SA000042-042,0.0277,,mg/L,8.9,0.0027,0,0.0029,0.0024,0.0027
Au,SA000042-043,0.1413,,mg/L,1.8,0.0139,-0.0003,0.0138,0.0142,0.0137
Au,SA000042-044,0.153,,mg/L,4.4,0.0151,0.0001,0.0156,0.0154,0.0143
Au,SA000042-046,0.0433,,mg/L,8,0.0042,0.0001,0.0038,0.0043,0.0044
Au,SA000042-047,0.0882,,mg/L,2.9,0.0086,0.0002,0.0085,0.0089,0.0085
Au,PATRON,0.4922,,mg/L,1.9,0.0113,-0.0003,0.011,0.0115,0.0113
Au,BLANCO,-0.0138,,mg/L,25.1,-0.0003,-0.0005,-0.0002,-0.0003,-0.0004
Au,BLANCO REACTIVO,0,,mg/L,14.7,0.0008,0.0001,0.001,0.0008,0.0007
Au,SA000043-019,0.3212,,mg/L,2.4,0.0327,0.0001,0.0334,0.0328,0.0318
Au,SA000043-020,0.3174,,mg/L,2.3,0.0323,-0.0003,0.0328,0.0326,0.0314
Au,SA000043-022,0.2583,,mg/L,0.9,0.026,-0.0001,0.026,0.0257,0.0262
Au,SA000043-023,0.2447,,mg/L,1.6,0.0246,0,0.025,0.0243,0.0244
Au,SA000043-025,0.224,,mg/L,1.8,0.0224,0.0001,0.0226,0.0227,0.0219
Au,SA000043-026,0.356,,mg/L,1.5,0.0364,-0.0001,0.037,0.0361,0.0361
Au,SA000043-027,0.328,,mg/L,0.7,0.0334,0.0003,0.0335,0.0331,0.0335
Au,SA000043-036,0.4153,,mg/L,1.1,0.0428,0.0001,0.0429,0.0424,0.0433
Au,SA000043-037,0.2333,,mg/L,0.7,0.0234,0,0.0232,0.0235,0.0235
Au,SA000043-038,0.66,,mg/L,1.1,0.0702,0.0002,0.071,0.0702,0.0695
Au,PATRON,0.4799,,mg/L,1.8,0.011,-0.0007,0.0112,0.0108,0.0109
Au,BLANCO,0.0096,,mg/L,>100,0.0002,-0.0003,0.0001,0,0.0005
Au,BLANCO REACTIVO,0,,mg/L,37.5,0.0006,0.0003,0.0009,0.0004,0.0006
Au,SA000043-039,0.6667,,mg/L,0.9,0.071,-0.0005,0.0708,0.0716,0.0704
Au,SA000043-040,0.3009,,mg/L,1.3,0.0305,-0.0005,0.031,0.0303,0.0303
Au,SA000043-041,0.3861,,mg/L,1.4,0.0397,-0.0005,0.0398,0.0401,0.039
Au,SA000043-042,0.5479,,mg/L,1.2,0.0575,-0.0006,0.0582,0.0576,0.0569
Au,SA000043-057,0.2765,,mg/L,1.3,0.0279,-0.0007,0.0283,0.0278,0.0276
Au,SA000043-058,0.2648,,mg/L,1.5,0.0267,-0.0006,0.0271,0.0266,0.0263
Au,SA000043-059,0.214,,mg/L,1.8,0.0214,-0.0004,0.0216,0.0215,0.0209
Au,SA000043-060,0.216,,mg/L,2.9,0.0216,-0.0006,0.0222,0.0216,0.021
Au,SA000044-024,0.1484,,mg/L,1,0.0146,-0.0001,0.0147,0.0148,0.0145
Au,SA000044-025,0.1543,,mg/L,1,0.0152,-0.0007,0.0153,0.0154,0.0151
Au,PATRON,0.5243,,mg/L,1.5,0.012,-0.0006,0.0122,0.0121,0.0118
Au,BLANCO,-0.0111,,mg/L,>100,-0.0002,-0.0006,-0.0002,-0.0006,0
Au,BLANCO REACTIVO,0,,mg/L,13.2,0.0009,0,0.001,0.0007,0.0008
Au,SA000044-026,0.1512,,mg/L,1.2,0.0149,-0.0004,0.0148,0.0151,0.0149
Au,SA000044-027,0.1476,,mg/L,1.9,0.0146,-0.0006,0.0148,0.0147,0.0142
Au,SA000044-028,0.2606,,mg/L,0.9,0.0262,-0.0001,0.0265,0.0261,0.0261
Au,SA000044-029,0.3528,,mg/L,3,0.0361,-0.0001,0.037,0.0363,0.0349
Au,SA000044-030,0.3538,,mg/L,2.7,0.0362,-0.0001,0.0372,0.0361,0.0352
Au,SA000045-001,0.2201,,mg/L,2.1,0.022,-0.0001,0.0224,0.0222,0.0215
Au,SA000045-002,0.3809,,mg/L,0.7,0.0391,0,0.0393,0.0392,0.0388
Au,SA000045-003,0.2061,,mg/L,1.2,0.0205,-0.0003,0.0208,0.0204,0.0204
Au,SA000045-004,0.2609,,mg/L,0.2,0.0263,-0.0004,0.0263,0.0262,0.0262
Au,SA000045-006,0.298,,mg/L,2,0.0302,-0.0006,0.0304,0.0307,0.0295
Au,PATRON,0.4871,,mg/L,3.9,0.0111,-0.0037,0.0115,0.0112,0.0107
Au,BLANCO,0.0001,,mg/L,>100,0,-0.0039,0,0.0001,-0.0001
Au,BLANCO REACTIVO,0,,mg/L,2.9,0.0021,-0.002,0.002,0.0022,0.0021
Au,SA000045-007,0.1744,,mg/L,1.7,0.0173,-0.0037,0.0174,0.0175,0.017
Au,SA000045-008,0.1627,,mg/L,1.6,0.0161,-0.0038,0.0163,0.0161,0.0158
Au,SA000048-013,0.008,,mg/L,19.8,0.0008,-0.0039,0.0007,0.0009,0.0006
Au,SA000048-059,0.2985,,mg/L,0.5,0.0302,-0.0037,0.0304,0.0301,0.0302
Au,SA000049-010,0.1949,,mg/L,2.6,0.0194,-0.0034,0.0198,0.0196,0.0188
Au,SA000049-034,0.3702,,mg/L,2.5,0.0379,-0.0037,0.0385,0.0385,0.0369
Au,PATRON,0.5239,,mg/L,1.3,0.012,-0.0036,0.0122,0.0118,0.012
Au,BLANCO,0.0045,,mg/L,>100,0.0001,-0.0038,0.0001,0.0002,0
Au,BLANCO REACTIVO,0,,mg/L,10.2,0.0022,-0.0014,0.0024,0.0022,0.0019
