Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.084
Cabeza puntual retorno,Cu 324.75,0.856
Celda #(F1+F2),Cu 324.75,0.715
Puntual Noroeste,Cu 324.75,0.907
Tubo 3,Cu 324.75,0.04
NE Tubo 2,Cu 324.75,0.052
NE Tubo 4,Cu 324.75,1.125
Especial 1,Cu 324.75,0.271
Especial 2,Cu 324.75,2.076
Especial 3,Cu 324.75,0.075
Especial 4,Cu 324.75,0.096
Especial 5,Cu 324.75,3.507
Comp. Cola Columna,Cu 324.75,1.307
Barren,Cu 324.75,0.933
Barren Patios,Cu 324.75,0.911
NE Tubo 1,Cu 324.75,0.093
NE Tubo 5,Cu 324.75,0.909
NE Tubo 6,Cu 324.75,1.203
NE Tubo 7,Cu 324.75,2.154
Celda # 11-A,Cu 324.75,0.071
Celda # 11-B,Cu 324.75,0.04
Celda # 11-C,Cu 324.75,2.368
Celda # 6-F2,Cu 324.75,0.032
Celda #5-9,Cu 324.75,5.383
