Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.796
Comp. Cola Columna,Cu 324.75,1.018
Barren,Cu 324.75,0.832
Cabeza puntual retorno,Cu 324.75,0.741
Celda # 11-A,Cu 324.75,0.116
Celda # 11-B,Cu 324.75,0.28
Celda # 11-C,Cu 324.75,0.043
Celda # 6-F2,Cu 324.75,0.011
Celda #5-9,Cu 324.75,2.997
Celda #(F1+F2),Cu 324.75,0.703
NE Tubo 1,Cu 324.75,0.009
NE Tubo 2,Cu 324.75,1.143
NE Tubo 4,Cu 324.75,0.036
NE Tubo 5,Cu 324.75,0.036
NE Tubo 6,Cu 324.75,0.039
NE Tubo 7,Cu 324.75,1.034
Puntual Noroeste,Cu 324.75,0.467
Barren Patios,Cu 324.75,0.95
Tubo 3,Cu 324.75,0.375
Especial 1,Cu 324.75,0.067
Especial 2,Cu 324.75,0.048
Especial 3,Cu 324.75,0.031
Especial 4,Cu 324.75,0.056
Especial 5,Cu 324.75,0.298
