Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.675
Comp. Cola Columna,Cu 324.75,0.647
Barren,Cu 324.75,0.671
Cabeza puntual retorno,Cu 324.75,0.636
Celda # 11-A,Cu 324.75,1.071
Celda # 11-B,Cu 324.75,0.291
Celda # 11-C,Cu 324.75,0.375
Celda # 6-F2,Cu 324.75,0.131
Celda #5-9,Cu 324.75,2.396
Celda #(F1+F2),Cu 324.75,0.569
NE Tubo 1,Cu 324.75,0.124
NE Tubo 2,Cu 324.75,0.366
NE Tubo 4,Cu 324.75,0.209
NE Tubo 5,Cu 324.75,0.181
NE Tubo 6,Cu 324.75,1.057
NE Tubo 7,Cu 324.75,0.852
Puntual Noroeste,Cu 324.75,0.544
Barren Patios,Cu 324.75,0.599
Tubo 3,Cu 324.75,0.633
Especial 1,Cu 324.75,3.383
Especial 2,Cu 324.75,0.214
Especial 3,Cu 324.75,0.2
Especial 4,Cu 324.75,0.222
Especial 5,Cu 324.75,0.217
