Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,2.944
Comp. Cola Columna,Cu 324.75,2.404
Barren,Cu 324.75,3.609
Cabeza puntual retorno,Cu 324.75,2.662
Celda # 11-A,Cu 324.75,0.529
Celda # 11-B,Cu 324.75,32.5
Celda # 11-C,Cu 324.75,10.47
Celda #5-9,Cu 324.75,0.047
Celda #(F1+F2),Cu 324.75,1.314
NE Tubo 1,Cu 324.75,12.77
NE Tubo 2,Cu 324.75,0.636
NE Tubo 4,Cu 324.75,2.683
NE Tubo 5,Cu 324.75,1.056
NE Tubo 6,Cu 324.75,0.388
NE Tubo 7,Cu 324.75,1.796
Puntual Noroeste,Cu 324.75,1.173
Barren Patios,Cu 324.75,2.809
Tubo 3,Cu 324.75,0.687
Especial 1,Cu 324.75,0.053
Especial 2,Cu 324.75,0.026
Especial 3,Cu 324.75,0.073
Especial 4,Cu 324.75,0.063
Especial 5,Cu 324.75,0.032
