Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.569
Comp. Cola Columna,Cu 324.75,0.535
Barren,Cu 324.75,0.485
Cabeza puntual retorno,Cu 324.75,0.584
Celda # 11-A,Cu 324.75,0.234
Celda # 11-B,Cu 324.75,0.176
Celda # 11-C,Cu 324.75,0.25
Celda # 6-F2,Cu 324.75,0.07
Celda #5-9,Cu 324.75,2.147
Celda #(F1+F2),Cu 324.75,0.506
NE Tubo 1,Cu 324.75,0.067
NE Tubo 2,Cu 324.75,0.326
NE Tubo 4,Cu 324.75,0.072
NE Tubo 5,Cu 324.75,0.084
NE Tubo 6,Cu 324.75,0.081
NE Tubo 7,Cu 324.75,0.53
Puntual Noroeste,Cu 324.75,0.525
Barren Patios,Cu 324.75,0.441
Tubo 3,Cu 324.75,0.917
Especial 1,Cu 324.75,0.262
Especial 2,Cu 324.75,0.144
Especial 3,Cu 324.75,0.133
Especial 4,Cu 324.75,0.133
Especial 5,Cu 324.75,0.33
Especial 6,Cu 324.75,0.084
