Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.698
Cabeza puntual retorno,Cu 324.75,1.635
Celda #(F1+F2),Cu 324.75,1.834
Puntual Noroeste,Cu 324.75,1.872
Tubo 3,Cu 324.75,3.196
Comp. Cola Columna,Cu 324.75,1.774
Barren,Cu 324.75,1.715
Celda # 11-A,Cu 324.75,0.548
Celda # 11-B,Cu 324.75,0.126
Celda # 11-C,Cu 324.75,0.056
Celda #5-9,Cu 324.75,2.395
NE Tubo 1,Cu 324.75,0.005
NE Tubo 2,Cu 324.75,0.152
NE Tubo 4,Cu 324.75,0.019
NE Tubo 5,Cu 324.75,0.886
NE Tubo 6,Cu 324.75,4.358
NE Tubo 7,Cu 324.75,3.092
Barren Patios,Cu 324.75,2.084
Especial 1,Cu 324.75,1.697
Especial 2,Cu 324.75,0.142
Especial 3,Cu 324.75,0.060
Especial 4,Cu 324.75,0.320
Especial 5,Cu 324.75,0.614
Columna #1,Cu 324.75,1.564
Columna #2,Cu 324.75,1.628
Columna #3,Cu 324.75,1.680
Columna #4,Cu 324.75,1.677
Columna #5,Cu 324.75,1.664
