Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.101
Comp. Cola Columna,Au 242.80,0.014
Barren,Au 242.80,0.013
Cabeza puntual retorno,Au 242.80,0.104
Celda # 11-A,Au 242.80,0.01
Celda # 11-B,Au 242.80,0.005
Celda # 11-C,Au 242.80,0.007
Celda # 6-F2,Au 242.80,0.23
Celda #5-9,Au 242.80,0.048
Celda #(F1+F2),Au 242.80,0.104
NE Tubo 1,Au 242.80,0.028
NE Tubo 2,Au 242.80,0.185
NE Tubo 4,Au 242.80,0.087
NE Tubo 5,Au 242.80,0.067
NE Tubo 6,Au 242.80,0.028
NE Tubo 7,Au 242.80,0.031
Puntual Noroeste,Au 242.80,0.09
Barren Patios,Au 242.80,0.013
Tubo 3,Au 242.80,0.059
Especial 1,Au 242.80,0.066
Especial 2,Au 242.80,0.051
Especial 3,Au 242.80,0.01
Especial 4,Au 242.80,0.019
Especial 5,Au 242.80,0.039
Especial 6,Au 242.80,0.01
