Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.467
Comp. Cola Columna,Cu 324.75,0.551
Barren,Cu 324.75,0.572
Cabeza puntual retorno,Cu 324.75,0.412
Columna #1,Cu 324.75,0.461
Columna #2,Cu 324.75,0.491
Columna #3,Cu 324.75,0.485
Columna #4,Cu 324.75,0.514
Columna #5,Cu 324.75,0.525
Celda # 11-A,Cu 324.75,0.161
Celda # 11-B,Cu 324.75,0.206
Celda # 11-C,Cu 324.75,0.125
Celda #5-9,Cu 324.75,0.357
Celda #(F1+F2),Cu 324.75,0.544
NE Tubo 1,Cu 324.75,0.081
NE Tubo 2,Cu 324.75,0.101
NE Tubo 4,Cu 324.75,0.173
NE Tubo 5,Cu 324.75,0.103
NE Tubo 6,Cu 324.75,0.089
NE Tubo 7,Cu 324.75,0.26
Puntual Noroeste,Cu 324.75,0.46
Barren Patios,Cu 324.75,0.499
Tubo 3,Cu 324.75,0.811
Especial 1,Cu 324.75,0.123
Especial 2,Cu 324.75,0.104
Especial 3,Cu 324.75,0.16
Especial 4,Cu 324.75,0.183
Especial 5,Cu 324.75,0.122
