Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.109
Comp. Cola Columna,Au 242.80,0.007
Barren,Au 242.80,0.014
Cabeza puntual retorno,Au 242.80,0.108
Celda # 11-A,Au 242.80,0.037
Celda # 11-B,Au 242.80,0.014
Celda # 11-C,Au 242.80,0.003
Celda #5-9,Au 242.80,0.019
Celda #(F1+F2),Au 242.80,0.107
NE Tubo 1,Au 242.80,0.004
NE Tubo 2,Au 242.80,0.118
NE Tubo 4,Au 242.80,0.041
NE Tubo 5,Au 242.80,0.054
NE Tubo 6,Au 242.80,0.085
NE Tubo 7,Au 242.80,0.067
Puntual Noroeste,Au 242.80,0.114
Barren Patios,Au 242.80,0.018
Tubo 3,Au 242.80,0.164
Especial 1,Au 242.80,0.068
Especial 2,Au 242.80,0.054
Especial 3,Au 242.80,0.069
Especial 4,Au 242.80,0.06
Especial 5,Au 242.80,0.028
Columna #1,Au 242.80,0.069
Columna #2,Au 242.80,0.043
Columna #3,Au 242.80,0.027
Columna #4,Au 242.80,0.017
Columna #5,Au 242.80,0.005
