Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,4.653
Comp. Cola Columna,Cu 324.75,4.802
Barren,Cu 324.75,5.4
Cabeza puntual retorno,Cu 324.75,4.615
Columna #1,Cu 324.75,4.198
Columna #2,Cu 324.75,4.254
Columna #3,Cu 324.75,4.235
Columna #4,Cu 324.75,4.179
Columna #5,Cu 324.75,4.161
Celda # 11-A,Cu 324.75,1.702
Celda # 11-B,Cu 324.75,46.63
Celda # 11-C,Cu 324.75,19.08
Celda #5-9,Cu 324.75,0.223
Celda #(F1+F2),Cu 324.75,1.451
NE Tubo 1,Cu 324.75,12.36
NE Tubo 2,Cu 324.75,0.512
NE Tubo 4,Cu 324.75,2.908
NE Tubo 5,Cu 324.75,1.029
NE Tubo 6,Cu 324.75,0.394
NE Tubo 7,Cu 324.75,2.441
Puntual Noroeste,Cu 324.75,1.487
Barren Patios,Cu 324.75,4.782
Tubo 3,Cu 324.75,1.012
Especial 1,Cu 324.75,0.033
Especial 2,Cu 324.76,0.012
Especial 3,Cu 324.77,0.05
Especial 4,Cu 324.78,0.06
Especial 5,Cu 324.79,0.016
