Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.196
Comp. Cola Columna,Au 242.80,0.01
Barren,Au 242.80,0.014
Cabeza puntual retorno,Au 242.80,0.198
Columna #1,Au 242.80,0.191
Columna #2,Au 242.80,0.093
Columna #3,Au 242.80,0.054
Columna #4,Au 242.80,0.023
Columna #5,Au 242.80,0.008
Celda # 11-A,Au 242.80,0.029
Celda # 11-B,Au 242.80,0.012
Celda # 11-C,Au 242.80,0.014
Celda #5-9,Au 242.80,0.109
Celda #(F1+F2),Au 242.80,0.213
NE Tubo 1,Au 242.80,0.697
NE Tubo 2,Au 242.80,0.184
NE Tubo 4,Au 242.80,0.023
NE Tubo 5,Au 242.80,0.017
NE Tubo 6,Au 242.80,0.01
NE Tubo 7,Au 242.80,0.069
Puntual Noroeste,Au 242.80,0.116
Barren Patios,Au 242.80,0.018
Tubo 3,Au 242.80,0.135
Especial 1,Au 242.80,0.288
Especial 2,Au 242.80,0.105
Especial 3,Au 242.80,0.037
Especial 4,Au 242.80,0.022
Especial 5,Au 242.80,0.27
