Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.078
Cabeza puntual retorno,Au 242.80,0.076
Celda #(F1+F2),Au 242.80,0.083
Puntual Noroeste,Au 242.80,0.088
Tubo 3,Au 242.80,0.143
NE Tubo 2,Au 242.80,0.023
NE Tubo 4,Au 242.80,0.065
Especial 1,Au 242.80,0.071
Especial 2,Au 242.80,0.023
Especial 3,Au 242.80,0.034
Especial 4,Au 242.80,0.029
Especial 5,Au 242.80,0.018
Columna #1,Au 242.80,0.037
Columna #2,Au 242.80,0.021
Columna #3,Au 242.80,0.17
Columna #4,Au 242.80,0.009
Columna #5,Au 242.80,0.004
Comp. Cola Columna,Au 242.80,0.003
Barren,Au 242.80,0.008
Barren Patios,Au 242.80,0.009
NE Tubo 1,Au 242.80,0.009
NE Tubo 5,Au 242.80,0.049
NE Tubo 6,Au 242.80,0.026
NE Tubo 7,Au 242.80,0.063
Celda # 11-A,Au 242.80,0.01
Celda # 11-B,Au 242.80,0.005
Celda # 11-C,Au 242.80,0.007
Celda #5-9,Au 242.80,0.014
