Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.473
Comp. Cola Columna,Ag 328.07,0.251
Barren,Ag 328.07,0.255
Cabeza puntual retorno,Ag 328.07,0.479
Celda # 11-A,Ag 328.07,0.029
Celda # 11-B,Ag 328.07,0.031
Celda # 11-C,Ag 328.07,0.023
Celda # 6-F2,Ag 328.07,0.661
Celda #5-9,Ag 328.07,0.342
Celda #(F1+F2),Ag 328.07,0.525
NE Tubo 1,Ag 328.07,3.438
NE Tubo 2,Ag 328.07,0.096
NE Tubo 4,Ag 328.07,0.067
NE Tubo 5,Ag 328.07,0.029
NE Tubo 6,Ag 328.07,0.018
NE Tubo 7,Ag 328.07,0.765
Puntual Noroeste,Ag 328.07,0.494
Barren Patios,Ag 328.07,0.278
Tubo 3,Ag 328.07,0.699
Especial 1,Ag 328.07,0.233
Especial 2,Ag 328.07,0.773
Especial 3,Ag 328.07,0.071
Especial 4,Ag 328.07,0.037
Especial 5,Ag 328.07,0.209
