Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.306
Cabeza puntual retorno,Cu 324.75,1.404
Celda #(F1+F2),Cu 324.75,1.302
Puntual Noroeste,Cu 324.75,1.353
Tubo 3,Cu 324.75,1.389
Comp. Cola Columna,Cu 324.75,1.584
Barren,Cu 324.75,1.122
Celda # 11-A,Cu 324.75,0.089
Celda # 11-B,Cu 324.75,1.710
Celda # 11-C,Cu 324.75,0.160
Celda #5-9,Cu 324.75,0.061
NE Tubo 1,Cu 324.75,0.038
NE Tubo 2,Cu 324.75,0.162
NE Tubo 4,Cu 324.75,0.069
NE Tubo 5,Cu 324.75,0.014
NE Tubo 6,Cu 324.75,0.020
NE Tubo 7,Cu 324.75,7.011
Barren Patios,Cu 324.75,1.189
Especial 1,Cu 324.75,0.049
Especial 2,Cu 324.75,0.058
Especial 3,Cu 324.75,0.041
Especial 4,Cu 324.75,0.037
Especial 5,Cu 324.75,0.106
Columna #1,Cu 324.75,1.129
Columna #2,Cu 324.75,1.147
Columna #3,Cu 324.75,1.159
Columna #4,Cu 324.75,1.169
Columna #5,Cu 324.75,1.190
