"Analista",""
"Fecha de inicio","01:49 a. m. 10/01/2023"
"Hoja de trabajo","Sa000179_6"
"Comentario",""
"Métodos","Ag"

"Método: Ag (Llama)"

"Ag","PATRON",1.0045,"","mg/L",0.3,0.1321,0.1325,0.1321,0.1316
"Ag","BLANCO",0.0016,"","mg/L",12.0,0.0002,0.0002,0.0002,0.0002
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",97.0,0.0001,0.0001,0.0000,0.0001
"Ag","SA000179-001",2.4269,"","mg/L",0.3,0.0129,0.0129,0.0129,0.0129
"Ag","SA000179-002",2.8332,"","mg/L",0.4,0.0150,0.0150,0.0150,0.0151
"Ag","SA000179-003",4.1449,"","mg/L",0.3,0.0220,0.0220,0.0220,0.0221
"Ag","SA000179-004",2.5866,"","mg/L",0.6,0.0137,0.0137,0.0138,0.0137
"Ag","SA000179-005",-0.0176,"","mg/L",">100",-0.0001,0.0001,-0.0002,-0.0001
"Ag","SA000179-006",4.0675,"","mg/L",0.1,0.0216,0.0216,0.0216,0.0216
"Ag","SA000179-007",25.6939,"","mg/L",0.1,0.1351,0.1350,0.1351,0.1350
"Ag","SA000179-008",25.1382,"","mg/L",0.6,0.1322,0.1331,0.1320,0.1316
"Ag","SA000179-009",5.2629,"","mg/L",0.6,0.0280,0.0281,0.0280,0.0278
"Ag","SA000179-010",3.6016,"","mg/L",0.4,0.0191,0.0190,0.0192,0.0191
"Ag","PATRON",0.9870,"","mg/L",0.5,0.1298,0.1303,0.1291,0.1300
"Ag","BLANCO",0.0000,"","mg/L",">100",0.0000,0.0000,0.0001,-0.0001
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",31.6,-0.0002,-0.0002,-0.0003,-0.0002
"Ag","SA000179-011",3.0902,"","mg/L",0.7,0.0164,0.0165,0.0164,0.0163
"Ag","SA000179-012",2.8661,"","mg/L",0.2,0.0152,0.0152,0.0153,0.0152
"Ag","SA000179-013",4.3201,"","mg/L",0.7,0.0229,0.0230,0.0227,0.0230
"Ag","SA000179-014",2.3532,"","mg/L",0.4,0.0125,0.0125,0.0125,0.0124
"Ag","SA000179-015",3.5459,"","mg/L",0.2,0.0188,0.0188,0.0189,0.0189
"Ag","SA000179-016",2.9094,"","mg/L",1.0,0.0154,0.0156,0.0153,0.0155
"Ag","SA000179-017",4.4262,"","mg/L",0.4,0.0235,0.0235,0.0235,0.0236
"Ag","SA000179-018",10.6358,"","mg/L",0.5,0.0564,0.0567,0.0565,0.0562
"Ag","SA000179-019",8.2345,"","mg/L",0.3,0.0437,0.0437,0.0439,0.0436
"Ag","SA000179-020",5.2101,"","mg/L",0.2,0.0277,0.0277,0.0277,0.0276
"Ag","PATRON",1.0069,"","mg/L",0.4,0.1278,0.1272,0.1283,0.1279
"Ag","BLANCO",-0.0006,"","mg/L",">100",-0.0001,-0.0002,0.0000,0.0000
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",34.0,-0.0003,-0.0004,-0.0002,-0.0003
"Ag","SA000179-021",5.8956,"","mg/L",0.3,0.0301,0.0302,0.0301,0.0301
"Ag","SA000179-022",3.6695,"","mg/L",0.8,0.0187,0.0187,0.0186,0.0189
"Ag","SA000179-023",4.2184,"","mg/L",0.3,0.0215,0.0216,0.0216,0.0215
"Ag","SA000179-024",24.6389,"","mg/L",0.3,0.1252,0.1256,0.1249,0.1250
"Ag","SA000179-025",8.3287,"","mg/L",0.5,0.0426,0.0424,0.0425,0.0428
"Ag","SA000179-026",6.0066,"","mg/L",0.3,0.0307,0.0307,0.0306,0.0308
"Ag","SA000179-027",0.7834,"","mg/L",2.6,0.0040,0.0040,0.0041,0.0039
"Ag","SA000179-028",3.4995,"","mg/L",0.2,0.0179,0.0178,0.0179,0.0179
"Ag","SA000179-029",3.3943,"","mg/L",0.8,0.0173,0.0173,0.0175,0.0172
"Ag","SA000179-030",3.1071,"","mg/L",0.2,0.0159,0.0159,0.0158,0.0159
"Ag","PATRON",0.9925,"","mg/L",0.3,0.1260,0.1264,0.1259,0.1257
"Ag","BLANCO",-0.0006,"","mg/L",38.0,-0.0001,-0.0001,-0.0001,-0.0001
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",30.5,-0.0003,-0.0003,-0.0002,-0.0005
"Ag","SA000179-031",8.9746,"","mg/L",0.3,0.0459,0.0459,0.0457,0.0460
"Ag","SA000179-032",9.8709,"","mg/L",0.3,0.0504,0.0506,0.0503,0.0504
"Ag","PATRON",0.9948,"","mg/L",0.4,0.1263,0.1261,0.1259,0.1269
"Ag","BLANCO",0.0023,"","mg/L",39.6,0.0003,0.0002,0.0004,0.0002
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",">100",0.0001,0.0000,0.0002,0.0001
