Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.207
Comp. Cola Columna,Cu 324.75,0.167
Barren,Cu 324.75,0.237
Cabeza puntual retorno,Cu 324.75,0.167
Celda # 11-A,Cu 324.75,0.196
Celda # 11-B,Cu 324.75,0.339
Celda # 11-C,Cu 324.75,0.083
Celda # 6-F2,Cu 324.75,0.006
Celda #5-9,Cu 324.75,0.443
Celda #(F1+F2),Cu 324.75,0.111
NE Tubo 1,Cu 324.75,0.011
NE Tubo 2,Cu 324.75,0.048
NE Tubo 4,Cu 324.75,0.162
NE Tubo 5,Cu 324.75,0.006
NE Tubo 6,Cu 324.75,0.002
NE Tubo 7,Cu 324.75,0.788
Puntual Noroeste,Cu 324.75,0.109
Barren Patios,Cu 324.75,0.175
Tubo 3,Cu 324.75,0.004
Especial 1,Cu 324.75,0.005
Especial 2,Cu 324.75,0.002
Especial 3,Cu 324.75,0.022
Especial 4,Cu 324.75,0.012
Especial 5,Cu 324.75,0.015
