Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.672
Comp. Cola Columna,Cu 324.75,0.589
Barren,Cu 324.75,0.76
Cabeza puntual retorno,Cu 324.75,0.637
Columna #1,Cu 324.75,0.608
Columna #2,Cu 324.75,0.628
Columna #3,Cu 324.75,0.662
Columna #4,Cu 324.75,0.673
Columna #5,Cu 324.75,0.713
Celda # 11-A,Cu 324.75,0.156
Celda # 11-B,Cu 324.75,0.032
Celda # 11-C,Cu 324.75,0.016
Celda #5-9,Cu 324.75,0.346
Celda #(F1+F2),Cu 324.75,0.821
NE Tubo 1,Cu 324.75,0.006
NE Tubo 2,Cu 324.75,0.05
NE Tubo 4,Cu 324.75,0.036
NE Tubo 5,Cu 324.75,0.032
NE Tubo 6,Cu 324.75,0.322
NE Tubo 7,Cu 324.75,5.42
Puntual Noroeste,Cu 324.75,1.025
Barren Patios,Cu 324.75,0.776
Tubo 3,Cu 324.75,1.141
Especial 1,Cu 324.75,0.121
Especial 2,Cu 324.75,0.042
Especial 3,Cu 324.75,0.143
Especial 4,Cu 324.75,0.235
Especial 5,Cu 324.75,0.076
Especial 6,Cu 324.75,0.017
