Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.385
Cabeza puntual retorno,Cu 324.75,1.202
Celda #(F1+F2),Cu 324.75,1.306
Puntual Noroeste,Cu 324.75,1.572
Tubo 3,Cu 324.75,1.511
Comp. Cola Columna,Cu 324.75,1.357
Barren,Cu 324.75,1.139
Celda # 11-A,Cu 324.75,0.071
Celda # 11-B,Cu 324.75,1.813
Celda # 11-C,Cu 324.75,0.239
Celda # 6-F2,Cu 324.75,2.197
Celda #5-9,Cu 324.75,0.107
NE Tubo 1,Cu 324.75,0.042
NE Tubo 2,Cu 324.75,0.232
NE Tubo 4,Cu 324.75,0.088
NE Tubo 5,Cu 324.75,0.032
NE Tubo 6,Cu 324.75,0.033
NE Tubo 7,Cu 324.75,7.854
Barren Patios,Cu 324.75,1.411
Especial 1,Cu 324.75,0.081
Especial 2,Cu 324.75,0.093
Especial 3,Cu 324.75,0.065
Especial 4,Cu 324.75,0.061
Especial 5,Cu 324.75,0.149
