Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.131
Comp. Cola Columna,Au 242.80,0.01
Barren,Au 242.80,0.01
Cabeza puntual retorno,Au 242.80,0.133
Celda # 11-A,Au 242.80,0.028
Celda # 11-B,Au 242.80,0.006
Celda # 11-C,Au 242.80,0.005
Celda #5-9,Au 242.80,0.063
Celda #(F1+F2),Au 242.80,0.136
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.059
NE Tubo 4,Au 242.80,0.153
NE Tubo 5,Au 242.80,0.195
NE Tubo 6,Au 242.80,0.068
NE Tubo 7,Au 242.80,0.184
Puntual Noroeste,Au 242.80,0.152
Barren Patios,Au 242.80,0.025
Tubo 3,Au 242.80,0.155
Especial 1,Au 242.80,0.06
Especial 2,Au 242.80,0.064
Especial 3,Au 242.80,0.023
Especial 4,Au 242.80,0.06
Especial 5,Au 242.80,0.065
Especial 6,Au 242.80,0.005
Columna #1,Au 242.80,0.1
Columna #2,Au 242.80,0.067
Columna #3,Au 242.80,0.039
Columna #4,Au 242.80,0.027
Columna #5,Au 242.80,0.018
