Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.369
Cabeza puntual retorno,Cu 324.75,0.398
Celda #(F1+F2),Cu 324.75,0.084
Puntual Noroeste,Cu 324.75,0.078
Tubo 3,Cu 324.75,0.064
NE Tubo 2,Cu 324.75,0.063
NE Tubo 4,Cu 324.75,0.118
Especial 1,Cu 324.75,0.046
Especial 2,Cu 324.75,0.083
Especial 3,Cu 324.75,0.062
Especial 4,Cu 324.75,0.067
Especial 5,Cu 324.75,2.953
Comp. Cola Columna,Cu 324.75,0.226
Barren,Cu 324.75,0.279
Barren Patios,Cu 324.75,0.234
NE Tubo 1,Cu 324.75,0.018
NE Tubo 5,Cu 324.75,0.027
NE Tubo 6,Cu 324.75,0.016
NE Tubo 7,Cu 324.75,0.205
Celda # 11-A,Cu 324.75,0.102
Celda # 11-B,Cu 324.75,0.651
Celda # 11-C,Cu 324.75,2.143
Celda # 6-F2,Cu 324.75,0.242
Celda #5-9,Cu 324.75,0.126
