Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.048
Comp. Cola Columna,Au 242.80,0.011
Barren,Au 242.80,0.003
Cabeza puntual retorno,Au 242.80,0.049
Columna #1,Au 242.80,0.05
Columna #2,Au 242.80,0.042
Columna #3,Au 242.80,0.039
Columna #4,Au 242.80,0.023
Columna #5,Au 242.80,0.009
Celda # 11-A,Au 242.80,0.081
Celda # 11-B,Au 242.80,0.034
Celda # 11-C,Au 242.80,0.044
Celda #5-9,Au 242.80,0.072
Celda #(F1+F2),Au 242.80,0.05
NE Tubo 1,Au 242.80,0.007
NE Tubo 2,Au 242.80,0.096
NE Tubo 4,Au 242.80,0.066
NE Tubo 5,Au 242.80,0.034
NE Tubo 6,Au 242.80,0.062
NE Tubo 7,Au 242.80,0.032
Puntual Noroeste,Au 242.80,0.054
Barren Patios,Au 242.80,0.012
Tubo 3,Au 242.80,0.05
Especial 1,Au 242.80,0.114
Especial 2,Au 242.80,0.083
Especial 3,Au 242.80,0.012
Especial 4,Au 242.80,0.008
Especial 5,Au 242.80,0.077
Especial 6,Au 242.80,0.006
