Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.153
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.011
Cabeza puntual retorno,Au 242.80,0.152
Celda # 11-A,Au 242.80,0.106
Celda # 11-B,Au 242.80,0.018
Celda # 11-C,Au 242.80,0.003
Celda # 6-F2,Au 242.80,0.021
Celda #5-9,Au 242.80,0.015
Celda #(F1+F2),Au 242.80,0.154
NE Tubo 1,Au 242.80,0.007
NE Tubo 2,Au 242.80,0.176
NE Tubo 4,Au 242.80,0.144
NE Tubo 5,Au 242.80,0.13
NE Tubo 6,Au 242.80,0.147
NE Tubo 7,Au 242.80,0.05
Puntual Noroeste,Au 242.80,0.164
Barren Patios,Au 242.80,0.012
Tubo 3,Au 242.80,0.204
Especial 1,Au 242.80,0.026
Especial 2,Au 242.80,0.056
Especial 3,Au 242.80,0.215
Especial 4,Au 242.80,0.199
Especial 5,Au 242.80,0.052
Especial 6,Au 242.80,0.005
